pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
1,Canada,Canada,14-10-2020,189385,0,9664,189387,8353069,159351,84.14,222220,2506,1.34,503.83,25.71,10,5.10,83393,1865,10.76,20372,54.20,30629,81.48,367,0.98,2323,6.18,18,0.05
1,Canada,Canada,15-10-2020,191730,0,9699,191732,8403144,161490,84.23,223552,2345,1.24,510.07,25.80,35,5.06,50075,2139,10.71,20543,54.65,31197,82.99,380,1.01,2310,6.15,20,0.05
1,Canada,Canada,16-10-2020,194106,0,9722,194106,8563059,163644,84.31,227806,2374,1.24,516.39,25.86,23,5.01,159915,2154,10.68,20740,55.18,31447,83.66,313,0.83,2284,6.08,20,0.05
1,Canada,Canada,17-10-2020,196321,0,9746,196321,8644269,165446,84.27,229966,2215,1.14,522.28,25.93,24,4.96,81210,1802,10.76,21129,56.21,31850,84.73,284,0.76,2306,6.13,20,0.05
1,Canada,Canada,18-10-2020,198148,0,9760,198148,8698704,167112,84.34,231415,1827,0.93,527.14,25.96,14,4.93,54435,1666,10.74,21276,56.60,31992,85.11,279,0.74,2326,6.19,21,0.06
1,Canada,Canada,19-10-2020,201437,0,9778,201437,8748075,169671,84.23,232728,3289,1.66,535.89,26.01,18,4.85,49371,2559,10.92,21988,58.50,32477,86.40,274,0.73,2657,7.07,22,0.06
1,Canada,Canada,20-10-2020,203688,0,9794,203688,8801098,171743,84.32,234139,2251,1.12,541.88,26.06,16,4.81,53023,2072,10.87,22151,58.93,32365,86.10,264,0.70,2401,6.39,20,0.05
1,Canada,Canada,21-10-2020,206360,0,9829,206360,8853898,173748,84.20,235543,2672,1.31,548.99,26.15,35,4.76,52800,2005,11.04,22783,60.61,33237,88.42,288,0.77,2425,6.45,24,0.06
1,Canada,Canada,22-10-2020,209148,0,9862,209148,9397664,175805,84.06,250009,2788,1.35,556.40,26.24,33,4.72,543766,2057,11.23,23481,62.47,33589,89.36,305,0.81,2488,6.62,23,0.06
1,Canada,Canada,23-10-2020,211732,0,9888,211732,9476989,177879,84.01,252120,2584,1.24,563.28,26.31,26,4.67,79325,2074,11.32,23965,63.75,33615,89.43,303,0.81,2518,6.70,24,0.06
1,Canada,Canada,24-10-2020,213959,0,9922,213959,9552469,179636,83.96,254128,2227,1.05,569.20,26.40,34,4.64,75480,1757,11.40,24401,64.91,33780,89.87,314,0.84,2520,6.70,25,0.07
1,Canada,Canada,25-10-2020,216104,0,9946,216104,9603477,181429,83.95,255485,2145,1.00,574.91,26.46,24,4.60,51008,1793,11.44,24729,65.79,34240,91.09,333,0.89,2565,6.82,27,0.07
